loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
4252, 36 months,12.8,142.86,C,C3,Vice President,5 years,RENT,23381,Not Verified,Sep-2015,Fully Paid,other,Other,13.47,Oct-2007,15,0,2323,23.8,27,w,Individual,2.0,0.0,"2892 Elm St
San Jose, CO 43038"
7972, 36 months,14.95,276.16,C,C3,Electrician,10+ years,RENT,202099,Verified,Jun-2017,Charged Off,debt_consolidation,Debt consolidation,23.96,Feb-1992,15,0,3630,68.3,26,w,Individual,1.0,0.0,"1848 Lake Rd
Austin, WA 27239"
10423, 36 months,14.65,359.53,C,C4,Cashier,10+ years,RENT,57563,Not Verified,Jun-2016,Fully Paid,credit_card,Credit card refinancing,9.47,Aug-1996,9,0,7969,81.6,27,w,Individual,1.0,0.0,"1203 Pine St
San Francisco, NY 88833"
40000, 36 months,9.74,1285.81,A,A2,Driver,10+ years,MORTGAGE,82275,Verified,Mar-2017,Fully Paid,home_improvement,Home improvement,16.64,May-1983,5,0,32598,3.0,16,f,Individual,1.0,0.0,"5628 Pine St
Dallas, MN 88027"
18656, 36 months,17.11,666.16,D,D3,Operations Manager,10+ years,RENT,69443,Source Verified,Jun-2019,Fully Paid,home_improvement,Home improvement,7.45,Mar-1981,4,1,5510,22.8,12,f,Individual,2.0,0.0,"1507 Hill Ave
Boston, NV 15670"
5995, 60 months,13.17,136.93,C,C5,Office Manager,10+ years,RENT,59315,Not Verified,Mar-2019,Fully Paid,small_business,Business,13.72,Nov-1987,8,0,3253,43.1,17,w,Individual,4.0,0.0,"5601 Cedar Ln
Houston, OH 61563"
17883, 60 months,16.64,440.98,D,D4,Administrative Assistant,10+ years,RENT,46557,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,16.2,Oct-2003,11,1,14578,88.4,29,f,Individual,0.0,0.0,"3677 Park Rd
Columbus, WA 73432"
5279, 60 months,17.07,131.4,D,D1,Supervisor,10+ years,RENT,40967,Source Verified,Nov-2017,Charged Off,debt_consolidation,Debt consolidation,9.7,Apr-2003,10,1,776,73.1,22,w,Individual,5.0,0.0,"5992 Main St
Phoenix, TN 45947"
25581, 36 months,11.04,837.97,B,B4,Program Manager,< 1 year,RENT,254375,Verified,Nov-2015,Fully Paid,home_improvement,Home improvement,17.43,Feb-2007,9,0,10934,20.9,21,f,Individual,2.0,1.0,"5679 River Rd
Las Vegas, NV 97197"
10070, 36 months,5.32,303.26,A,A4,Team Lead,10+ years,OWN,23215,Source Verified,Mar-2015,Charged Off,other,Other,20.83,Aug-2001,8,0,156702,12.8,26,w,Individual,1.0,0.0,"1203 Maple Dr
Baltimore, AZ 54950"
12629, 60 months,15.65,304.77,D,D4,Analyst,2 years,RENT,45185,Source Verified,Sep-2015,Charged Off,major_purchase,Major purchase,10.84,Jun-2002,8,0,17087,16.5,23,f,Individual,,0.0,"5334 Hill Ave
Houston, MA 65304"
29598, 36 months,24.84,1174.31,F,F5,Physician,3 years,OWN,33567,Source Verified,Mar-2017,Fully Paid,debt_consolidation,Debt consolidation,22.76,Mar-1998,11,0,3833,8.7,19,w,Individual,5.0,0.0,"1720 Maple Dr
Boston, IN 83220"
6171, 60 months,11.06,134.36,B,B2,Marketing Manager,10+ years,OTHER,83832,Verified,Dec-2019,Fully Paid,debt_consolidation,Debt consolidation,26.11,Jun-1989,8,0,11161,16.2,19,f,Individual,3.0,0.0,"9091 Elm St
Denver, NY 62542"
5777, 36 months,10.02,186.46,B,B3,Marketing Manager,5 years,MORTGAGE,45748,Verified,Jun-2016,Fully Paid,major_purchase,Major purchase,15.04,Apr-1998,12,0,4070,13.1,24,f,Joint App,0.0,0.0,"5493 Elm St
Boston, KY 59050"
9412, 36 months,7.68,293.55,A,A5,Teacher,6 years,RENT,43289,Not Verified,Jan-2016,Fully Paid,debt_consolidation,Debt consolidation,7.37,Aug-1997,8,0,2127,49.1,26,f,Individual,3.0,1.0,"5081 River Rd
Philadelphia, PA 31605"
24910, 60 months,8.22,507.71,B,B5,Supervisor,3 years,RENT,90867,Not Verified,Sep-2018,Charged Off,home_improvement,Home improvement,12.32,Mar-1988,13,1,6286,48.6,23,f,Individual,3.0,1.0,"1503 River Rd
Louisville, FL 49437"
5368, 60 months,9.38,112.42,B,B3,IT Manager,3 years,RENT,210623,Not Verified,May-2016,Fully Paid,debt_consolidation,Debt consolidation,18.63,Nov-1990,17,0,3778,13.8,33,w,Individual,7.0,0.0,"1781 Cedar Ln
Philadelphia, MD 15061"
2442, 60 months,9.35,51.11,B,B4,,1 year,MORTGAGE,34899,Source Verified,Jun-2015,Fully Paid,major_purchase,Major purchase,9.78,May-2007,9,0,52001,59.4,27,w,Individual,0.0,0.0,"9650 River Rd
Dallas, TN 59522"
10191, 60 months,12.68,230.21,C,C1,Project Manager,3 years,RENT,21842,Not Verified,Mar-2020,Charged Off,moving,Moving and relocation,15.3,Apr-1981,11,0,97808,69.3,25,f,Joint App,5.0,0.0,"1949 Cedar Ln
Houston, MI 28581"
18602, 36 months,11.75,615.63,B,B4,Project Manager,8 years,RENT,62358,Verified,Jul-2015,Charged Off,house,Home buying,11.18,Jul-1998,6,0,8605,62.2,21,w,Individual,1.0,3.0,"212 Oak Ave
San Antonio, OR 26521"
27450, 36 months,8.43,865.64,A,A4,Vice President,10+ years,RENT,103202,Source Verified,Nov-2016,Fully Paid,credit_card,Credit card refinancing,16.32,Aug-1984,10,1,6445,56.5,21,f,Joint App,0.0,0.0,"8508 Maple Dr
El Paso, SC 25313"
10118, 60 months,7.13,200.97,B,B2,Branch Manager,10+ years,RENT,52054,Verified,Nov-2019,Fully Paid,debt_consolidation,Debt consolidation,14.87,Jul-2002,7,0,15139,18.2,23,w,Individual,2.0,0.0,"6600 River Rd
Denver, OH 52415"
10437, 36 months,18.03,377.48,E,E4,Consultant,5 years,RENT,90343,Source Verified,Jun-2019,Fully Paid,debt_consolidation,Debt consolidation,16.11,May-1986,9,0,4137,24.0,27,w,Individual,,0.0,"9610 Oak Ave
San Jose, OK 55114"
26697, 36 months,14.19,914.91,C,C1,Registered Nurse,10+ years,RENT,41924,Verified,Jul-2020,Fully Paid,debt_consolidation,Debt consolidation,20.45,Nov-1981,11,1,7940,23.9,22,w,Individual,5.0,0.0,"2859 Pine St
Austin, IL 90121"
4350, 36 months,23.6,169.75,F,F5,Nurse,4 years,RENT,283429,Verified,May-2015,Charged Off,home_improvement,Home improvement,14.53,Jan-2005,17,0,10651,49.4,24,w,Individual,0.0,0.0,"193 Oak Ave
Memphis, PA 88296"
10581, 36 months,13.8,360.61,C,C4,Attorney,2 years,MORTGAGE,89257,Verified,Apr-2019,Fully Paid,credit_card,Credit card refinancing,34.69,Jun-1997,10,0,4076,62.0,23,w,Joint App,1.0,1.0,"600 Oak Ave
Charlotte, MI 67172"
14976, 36 months,10.98,490.15,B,B5,Administrative Assistant,10+ years,RENT,43699,Source Verified,Oct-2019,Charged Off,credit_card,Credit card refinancing,31.0,Dec-2004,9,0,2479,24.5,21,w,Individual,3.0,0.0,"803 Elm St
Los Angeles, WI 72611"
17492, 36 months,13.16,590.72,B,B2,IT Manager,7 years,MORTGAGE,36723,Not Verified,Dec-2016,Fully Paid,credit_card,Credit card refinancing,20.08,May-2003,10,0,14568,45.4,24,f,Individual,2.0,0.0,"8391 Cedar Ln
El Paso, MI 27947"
9839, 60 months,17.39,246.59,D,D1,Program Manager,10+ years,MORTGAGE,71377,Source Verified,Dec-2018,Fully Paid,major_purchase,Major purchase,20.42,Mar-1994,14,0,16483,22.3,24,w,Individual,1.0,0.0,"7240 River Rd
San Francisco, TN 51343"
13638, 36 months,15.29,474.7,C,C3,Branch Manager,5 years,MORTGAGE,92778,Source Verified,May-2017,Charged Off,major_purchase,Major purchase,12.82,Apr-2004,7,2,3203,48.4,22,f,Individual,,0.0,"8629 Pine St
Fort Worth, VA 65767"
3001, 36 months,13.35,101.62,C,C3,Supervisor,10+ years,MORTGAGE,25591,Not Verified,Feb-2017,Fully Paid,debt_consolidation,Debt consolidation,19.43,Dec-2004,12,1,17264,26.1,25,w,Individual,1.0,0.0,"4970 Hill Ave
Chicago, SC 33364"
9000, 36 months,18.19,326.23,D,D2,RN,1 year,OWN,60308,Source Verified,Jan-2018,Charged Off,small_business,Business,20.97,Aug-1984,16,0,7402,67.3,24,f,Individual,0.0,1.0,"8987 Elm St
Charlotte, PA 34148"
17537, 36 months,18.56,638.94,D,D1,Driver,10+ years,RENT,97038,Source Verified,Feb-2018,Fully Paid,credit_card,Credit card refinancing,21.15,Apr-1982,12,0,5685,24.5,25,w,Joint App,,1.0,"9928 Oak Ave
San Diego, MN 33697"
7410, 36 months,6.23,226.2,A,A5,Director,2 years,MORTGAGE,74379,Source Verified,Jan-2020,Charged Off,debt_consolidation,Debt consolidation,26.34,Dec-2004,11,0,1170,45.0,21,f,Individual,6.0,0.0,"6417 Lake Rd
Baltimore, MN 26368"
13841, 36 months,16.48,489.89,D,D2,Server,1 year,RENT,89818,Verified,Aug-2016,Fully Paid,renewable_energy,Green loan,19.72,May-1997,9,0,22660,75.1,15,f,Individual,0.0,0.0,"5456 River Rd
Houston, NV 89821"
17467, 36 months,13.28,590.89,C,C4,General Manager,1 year,OWN,157801,Source Verified,May-2015,Fully Paid,debt_consolidation,Debt consolidation,18.99,Nov-1988,11,0,7133,18.0,22,w,Joint App,1.0,0.0,"6921 Cedar Ln
Dallas, SC 11037"
10877, 36 months,11.8,360.23,B,B5,Administrative Assistant,8 years,RENT,12000,Not Verified,Oct-2017,Charged Off,debt_consolidation,Debt consolidation,29.16,Oct-1990,15,0,7616,61.7,25,w,Individual,1.0,0.0,"9548 Oak Ave
Milwaukee, NJ 53487"
14798, 36 months,15.09,513.63,C,C4,Physician,4 years,MORTGAGE,69007,Verified,Apr-2018,Fully Paid,small_business,Business,17.2,Sep-1982,15,0,20057,,22,f,Individual,2.0,0.0,"3235 Elm St
Boston, FL 40921"
7497, 36 months,10.26,242.82,C,C4,Server,10+ years,MORTGAGE,12985,Verified,Aug-2020,Charged Off,credit_card,Credit card refinancing,12.55,Apr-1985,17,0,51001,30.7,28,w,Individual,1.0,0.0,"9270 Main St
Baltimore, FL 38240"
11802, 36 months,6.37,361.02,A,A5,,10+ years,MORTGAGE,58145,Source Verified,Aug-2019,Fully Paid,car,Car financing,21.26,Apr-1993,8,0,5446,53.4,15,f,Individual,1.0,1.0,"1711 Park Rd
Los Angeles, TN 93257"
19266, 36 months,11.15,632.11,B,B4,Consultant,10+ years,MORTGAGE,139303,Not Verified,May-2020,Fully Paid,debt_consolidation,Debt consolidation,22.13,Dec-1999,16,1,12322,79.1,34,w,Individual,3.0,0.0,"5255 Elm St
San Antonio, FL 94871"
14679, 36 months,12.84,493.46,B,B3,Program Manager,10+ years,MORTGAGE,55072,Source Verified,Sep-2015,Fully Paid,credit_card,Credit card refinancing,13.91,Sep-2001,14,0,73949,10.8,23,w,Joint App,0.0,0.0,"5986 Pine St
Memphis, CT 96495"
9396, 36 months,10.35,304.73,B,B5,Electrician,10+ years,OWN,32617,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.9,Mar-2000,10,1,14329,19.2,17,w,Individual,0.0,0.0,"8842 Elm St
Baltimore, GA 48652"
15283, 60 months,7.56,306.68,A,A2,Teacher,10+ years,RENT,102397,Not Verified,Feb-2018,Fully Paid,credit_card,Credit card refinancing,17.45,Nov-1990,11,0,7147,66.9,18,f,Individual,0.0,0.0,"4848 Elm St
Seattle, NC 67616"
20512, 36 months,7.15,634.76,A,A3,Warehouse Manager,10+ years,RENT,65571,Verified,Apr-2019,Fully Paid,debt_consolidation,Debt consolidation,29.2,May-1998,13,0,88070,51.5,24,f,Individual,2.0,0.0,"302 Elm St
Phoenix, CT 13853"
3905, 60 months,6.22,75.89,A,A2,Consultant,10+ years,MORTGAGE,67704,Verified,Jul-2016,Fully Paid,debt_consolidation,Debt consolidation,13.16,May-1995,5,0,2084,22.1,14,f,Joint App,1.0,0.0,"4225 Pine St
Philadelphia, WA 43897"
26780, 36 months,8.48,845.13,B,B1,Sales,4 years,RENT,243366,Not Verified,Sep-2019,Fully Paid,other,Other,8.81,Jul-2005,9,1,14149,64.7,22,f,Individual,0.0,0.0,"7908 Oak Ave
Nashville, GA 75392"
10918, 60 months,19.12,283.94,E,E2,Attorney,3 years,OWN,22481,Verified,Mar-2017,Charged Off,other,Other,8.49,Apr-1998,16,0,5640,35.6,25,w,Individual,2.0,0.0,"2690 Main St
Phoenix, NJ 50278"
17245, 36 months,11.68,570.15,B,B5,Operations Manager,9 years,MORTGAGE,39591,Verified,Nov-2020,Fully Paid,credit_card,Credit card refinancing,9.17,Jan-1997,10,0,20593,11.8,27,w,Individual,0.0,1.0,"4145 Cedar Ln
Philadelphia, GA 72967"
27401, 60 months,10.68,591.4,B,B2,Consultant,2 years,RENT,76456,Not Verified,Oct-2017,Fully Paid,debt_consolidation,Debt consolidation,9.65,Feb-1996,15,0,17880,48.7,22,w,Joint App,1.0,0.0,"8896 Pine St
Charlotte, KY 60960"
5866, 36 months,9.39,187.6,B,B1,Vice President,3 years,RENT,132237,Verified,Mar-2015,Fully Paid,debt_consolidation,Debt consolidation,12.97,Nov-1997,3,0,142,50.2,15,w,Individual,6.0,0.0,"744 Lake Rd
Indianapolis, WA 49790"
8728, 60 months,15.36,209.29,D,D4,Physician,10+ years,MORTGAGE,32070,Source Verified,Apr-2019,Charged Off,debt_consolidation,Debt consolidation,13.02,Oct-1991,15,2,34162,26.9,33,f,Joint App,6.0,0.0,"585 Cedar Ln
Portland, IL 80934"
11235, 36 months,8.16,352.89,A,A5,Attorney,9 years,OWN,45841,Source Verified,Jan-2019,Fully Paid,debt_consolidation,Debt consolidation,20.55,Mar-1998,8,3,14761,54.8,24,f,Individual,1.0,0.0,"3342 River Rd
Portland, MO 47823"
8347, 36 months,9.01,265.47,B,B3,Physician,9 years,RENT,57268,Verified,May-2020,Fully Paid,debt_consolidation,Debt consolidation,29.01,Dec-1992,17,0,60153,69.1,33,w,Individual,3.0,3.0,"8185 Pine St
El Paso, WA 99749"
37833, 60 months,11.51,832.24,B,B3,Accountant,10+ years,RENT,54236,Source Verified,Jun-2020,Charged Off,credit_card,Credit card refinancing,24.49,Sep-1986,5,0,3010,30.2,18,w,Individual,0.0,0.0,"7796 Cedar Ln
Los Angeles, MO 52687"
7989, 36 months,26.8,325.3,G,G2,Manager,10+ years,OWN,94217,Source Verified,Nov-2018,Charged Off,debt_consolidation,Debt consolidation,11.95,May-1994,9,1,7347,43.1,23,w,Individual,7.0,0.0,"8279 Lake Rd
Louisville, IL 58806"
9572, 60 months,13.94,222.43,C,C3,Program Manager,6 years,MORTGAGE,57953,Source Verified,Aug-2020,Fully Paid,medical,Medical expenses,12.57,Apr-1993,10,0,25934,15.6,19,f,Individual,1.0,0.0,"1329 Main St
Charlotte, CO 88287"
15102, 36 months,9.63,484.68,A,A1,,4 years,RENT,91329,Verified,Aug-2018,Fully Paid,debt_consolidation,Debt consolidation,50.0,Oct-2011,8,0,8604,36.7,18,w,Individual,5.0,0.0,"5638 Elm St
Las Vegas, MI 39207"
6494, 36 months,7.35,201.56,B,B3,Project Manager,4 years,MORTGAGE,27395,Verified,May-2019,Fully Paid,other,Other,8.32,Nov-1993,12,1,9308,34.9,30,f,Individual,0.0,0.0,"948 Main St
San Diego, OR 88745"
10536, 60 months,5.68,202.13,A,A2,Branch Manager,,OWN,65776,Source Verified,Jan-2018,Fully Paid,credit_card,Credit card refinancing,24.82,Jul-2009,6,0,429,54.4,11,f,Individual,0.0,0.0,"3682 Main St
Baltimore, KY 67288"
16162, 36 months,9.4,516.96,A,A3,Police Officer,< 1 year,MORTGAGE,61234,Verified,Jan-2017,Fully Paid,home_improvement,Home improvement,11.19,Sep-1993,11,0,7649,63.3,19,w,Individual,3.0,0.0,"6168 Oak Ave
New York, SC 52763"
10941, 36 months,18.9,400.5,D,D4,Marketing Manager,3 years,MORTGAGE,103610,Verified,Apr-2015,Fully Paid,credit_card,Credit card refinancing,23.38,Feb-1996,11,2,51141,42.3,22,w,Individual,,0.0,"9903 Lake Rd
Milwaukee, IL 32376"
12631, 60 months,13.64,291.55,C,C4,Nurse,10+ years,RENT,308005,Not Verified,Jul-2018,Fully Paid,credit_card,Credit card refinancing,28.02,Jan-1983,9,0,24659,7.1,24,w,Individual,0.0,1.0,"4747 Lake Rd
Las Vegas, IL 22633"
9724, 60 months,16.8,240.62,C,C3,Operations Manager,10+ years,MORTGAGE,111478,Verified,Jun-2017,Fully Paid,home_improvement,Home improvement,17.96,Sep-2005,10,0,10395,9.3,19,f,Individual,2.0,0.0,"5746 Cedar Ln
Philadelphia, AZ 40377"
5384, 60 months,12.01,119.79,B,B5,Branch Manager,9 years,RENT,37899,Source Verified,May-2015,Charged Off,debt_consolidation,Debt consolidation,26.69,Jul-1991,8,0,2983,15.8,16,f,Individual,1.0,0.0,"5774 Cedar Ln
Baltimore, TX 80041"
16203, 36 months,13.22,547.66,C,C3,,10+ years,MORTGAGE,90365,Verified,Feb-2018,Fully Paid,credit_card,Credit card refinancing,50.0,Sep-1999,11,3,7781,83.3,21,f,Individual,1.0,0.0,"7257 Hill Ave
Denver, MN 39520"
38290, 36 months,8.89,1215.65,B,B4,IT Manager,3 years,MORTGAGE,57952,Not Verified,Aug-2015,Fully Paid,major_purchase,Major purchase,8.96,Feb-2011,11,1,1260,30.3,27,f,Individual,1.0,0.0,"3497 River Rd
Philadelphia, IN 50965"
13508, 36 months,12.6,452.54,B,B4,Accountant,8 years,MORTGAGE,48042,Source Verified,Apr-2020,Fully Paid,debt_consolidation,Debt consolidation,26.65,May-1980,9,1,30286,25.6,26,f,Individual,0.0,0.0,"7217 Park Rd
Denver, MO 10800"
15293, 36 months,12.78,513.66,C,C1,Vice President,< 1 year,RENT,42456,Source Verified,Dec-2020,Charged Off,debt_consolidation,Debt consolidation,27.88,Dec-2002,12,0,21951,14.7,33,f,Individual,0.0,0.0,"5327 Elm St
San Diego, MO 74107"
20244, 60 months,7.37,404.4,A,A2,Assistant Manager,10+ years,MORTGAGE,41015,Source Verified,Jan-2019,Fully Paid,home_improvement,Home improvement,8.63,Aug-2002,17,0,7278,35.7,29,f,Individual,4.0,0.0,"1794 Hill Ave
Philadelphia, KY 20726"
6237, 36 months,16.25,220.04,C,C1,Coordinator,6 years,MORTGAGE,28456,Source Verified,Aug-2017,Fully Paid,moving,Moving and relocation,19.41,Apr-1982,11,0,42931,40.9,18,w,Individual,2.0,0.0,"8476 River Rd
San Antonio, NV 27980"
37105, 36 months,21.27,1403.08,E,E5,Accountant,2 years,MORTGAGE,25795,Not Verified,Oct-2016,Fully Paid,credit_card,Credit card refinancing,15.37,Jul-2000,10,0,30944,39.3,25,w,Joint App,1.0,0.0,"6347 Park Rd
Oklahoma City, CO 47679"
15084, 36 months,7.02,465.89,A,A2,Driver,3 years,RENT,91653,Verified,Feb-2016,Fully Paid,major_purchase,Major purchase,22.06,Oct-1998,11,0,27441,18.4,17,w,Individual,3.0,0.0,"2826 Lake Rd
Seattle, CO 53649"
35564, 36 months,18.49,1294.48,E,E3,Consultant,10+ years,RENT,47496,Verified,Oct-2017,Fully Paid,credit_card,Credit card refinancing,18.3,Apr-1995,7,0,55675,59.1,22,w,Individual,0.0,0.0,"7087 Hill Ave
New York, IN 55573"
8605, 60 months,8.5,176.54,A,A3,Technician,1 year,RENT,67396,Verified,Sep-2017,Fully Paid,debt_consolidation,Debt consolidation,24.19,Dec-2010,8,0,105652,34.1,27,f,Individual,1.0,0.0,"750 Cedar Ln
Philadelphia, CO 38594"
39768, 36 months,7.77,1241.97,B,B5,Software Engineer,10+ years,MORTGAGE,34017,Not Verified,Dec-2017,Fully Paid,credit_card,Credit card refinancing,11.12,Jul-1997,7,1,5889,54.8,16,w,Joint App,6.0,0.0,"3905 Maple Dr
Baltimore, NV 23320"
21270, 36 months,16.03,748.11,C,C4,Technician,5 years,MORTGAGE,87237,Verified,Dec-2020,Fully Paid,credit_card,Credit card refinancing,43.75,Oct-1992,10,0,5868,53.3,28,f,Individual,,0.0,"7581 Park Rd
Chicago, TN 31787"
18616, 60 months,11.47,409.13,C,C3,Financial Analyst,3 years,OWN,37896,Source Verified,Aug-2015,Fully Paid,debt_consolidation,Debt consolidation,18.14,Nov-1994,9,0,4763,3.1,16,w,Joint App,1.0,0.0,"9964 Maple Dr
Denver, GA 88110"
15373, 36 months,5.76,466.01,A,A1,Electrician,4 years,MORTGAGE,25077,Source Verified,Jun-2017,Fully Paid,credit_card,Credit card refinancing,34.47,May-1997,14,0,3151,47.1,28,f,Individual,1.0,0.0,"1259 Oak Ave
Boston, AZ 17386"
11508, 36 months,19.25,423.29,D,D4,Branch Manager,5 years,MORTGAGE,165922,Source Verified,May-2019,Charged Off,credit_card,Credit card refinancing,20.33,Dec-1986,12,0,1667,29.1,18,f,Individual,0.0,0.0,"9579 River Rd
Philadelphia, MN 10435"
27455, 36 months,26.67,1116.0,F,F3,Sales,7 years,RENT,68530,Source Verified,Dec-2018,Fully Paid,medical,Medical expenses,29.97,Nov-1986,10,0,5767,35.6,27,f,Individual,11.0,0.0,"1425 Park Rd
Austin, GA 42654"
14533, 36 months,10.64,473.32,B,B4,Owner,8 years,RENT,48876,Not Verified,Dec-2016,Fully Paid,debt_consolidation,Debt consolidation,16.77,Jan-2003,12,0,8170,19.7,30,w,Individual,4.0,0.0,"5219 Lake Rd
Boston, NY 61693"
4104, 36 months,20.46,153.48,E,E2,Supervisor,6 years,RENT,52843,Verified,Dec-2016,Fully Paid,car,Car financing,28.68,May-2002,13,0,2498,42.4,26,w,Individual,2.0,0.0,"5771 Main St
Memphis, IN 26741"
6834, 60 months,14.23,159.83,C,C3,Server,6 years,MORTGAGE,47405,Verified,Aug-2017,Fully Paid,debt_consolidation,Debt consolidation,10.56,Apr-1984,6,1,5669,11.9,20,f,Joint App,7.0,0.0,"154 Lake Rd
Indianapolis, VA 96299"
11950, 36 months,21.55,453.6,F,F3,Driver,4 years,MORTGAGE,82504,Source Verified,Jul-2018,Fully Paid,debt_consolidation,Debt consolidation,26.21,Jun-1989,10,0,7530,48.7,22,f,Individual,3.0,0.0,"200 Hill Ave
Seattle, NV 34226"
16090, 36 months,8.64,508.97,A,A4,Cashier,5 years,MORTGAGE,21898,Not Verified,Jan-2019,Fully Paid,debt_consolidation,Debt consolidation,11.91,Apr-1992,7,0,6221,23.6,21,f,Individual,6.0,0.0,"4974 River Rd
San Jose, MN 21980"
12913, 60 months,16.57,317.94,D,D2,Branch Manager,6 years,RENT,18520,Verified,Apr-2015,Fully Paid,other,Other,15.28,Sep-1999,8,0,5275,28.2,18,w,Individual,3.0,0.0,"9567 River Rd
Washington, KY 18911"
27760, 60 months,6.62,544.72,A,A1,Analyst,8 years,MORTGAGE,64418,Source Verified,Dec-2018,Fully Paid,debt_consolidation,Debt consolidation,10.15,Mar-2007,15,0,6194,37.5,25,w,Joint App,0.0,0.0,"6645 Park Rd
Las Vegas, VA 71905"
4143, 36 months,21.13,156.36,E,E2,Financial Analyst,2 years,MORTGAGE,19290,Not Verified,Aug-2016,Charged Off,home_improvement,Home improvement,12.28,Aug-2008,12,0,15982,20.9,26,w,Individual,0.0,0.0,"7572 Pine St
San Francisco, AZ 41041"
14561, 36 months,14.42,500.64,C,C1,Financial Analyst,10+ years,MORTGAGE,17338,Verified,Feb-2017,Charged Off,other,Other,14.42,Feb-2001,13,0,4416,54.7,37,w,Individual,0.0,0.0,"6892 Elm St
Portland, TX 93898"
4488, 36 months,11.17,147.29,B,B5,Account Manager,10+ years,RENT,107679,Not Verified,Jul-2020,Fully Paid,credit_card,Credit card refinancing,21.68,Oct-2004,10,1,2193,38.3,21,f,Individual,0.0,1.0,"3994 Hill Ave
Milwaukee, CA 28767"
21074, 36 months,12.34,703.39,B,B2,,4 years,MORTGAGE,66730,Verified,Jun-2018,Fully Paid,debt_consolidation,Debt consolidation,19.39,May-1997,8,0,10073,38.4,20,f,Joint App,0.0,1.0,"5430 River Rd
Jacksonville, TX 93008"
12623, 36 months,19.41,465.33,D,D1,Financial Analyst,6 years,MORTGAGE,67317,Verified,Dec-2016,Fully Paid,major_purchase,Major purchase,13.91,Jun-1990,7,0,3894,34.5,18,w,Individual,2.0,0.0,"4314 Hill Ave
Dallas, AL 70727"
17184, 36 months,13.95,586.89,C,C4,Team Lead,10+ years,MORTGAGE,28933,Verified,Jul-2020,Fully Paid,debt_consolidation,Debt consolidation,21.51,May-1985,7,1,14872,19.9,17,w,Individual,3.0,0.0,"5981 Cedar Ln
Boston, PA 74835"
7955, 36 months,11.6,262.7,B,B1,Registered Nurse,< 1 year,RENT,147798,Source Verified,Jun-2015,Fully Paid,debt_consolidation,Debt consolidation,20.46,Dec-1990,6,0,1729,43.6,19,w,Individual,0.0,0.0,"2768 Maple Dr
Denver, NJ 30585"
28786, 36 months,11.81,953.5,B,B5,Director,10+ years,OWN,115135,Source Verified,Jan-2016,Fully Paid,other,Other,14.14,Dec-2009,14,0,15928,30.5,25,f,Individual,0.0,0.0,"5615 Oak Ave
San Antonio, OR 65784"
24960, 36 months,14.89,863.9,D,D1,Consultant,7 years,RENT,24749,Verified,Aug-2015,Fully Paid,debt_consolidation,Debt consolidation,13.82,Jun-1982,7,0,9899,2.7,21,f,Individual,2.0,0.0,"3195 Main St
Boston, NJ 45481"
18960, 36 months,9.84,610.36,B,B2,Coordinator,9 years,OWN,55787,Verified,Aug-2017,Fully Paid,home_improvement,Home improvement,14.12,Jul-1994,9,0,20502,45.9,23,w,Individual,1.0,0.0,"1202 Maple Dr
San Jose, FL 80263"
12360, 36 months,5.64,374.0,A,A1,Sales,10+ years,MORTGAGE,45878,Source Verified,Jun-2017,Fully Paid,credit_card,,41.12,Feb-1981,10,0,1140,71.0,17,f,Individual,4.0,0.0,"9632 Pine St
San Antonio, MN 94218"
18918, 36 months,21.04,713.13,E,E2,Program Manager,6 years,MORTGAGE,58161,Verified,Mar-2015,Fully Paid,credit_card,Credit card refinancing,12.38,Apr-1980,9,0,1079,19.4,17,w,Individual,1.0,0.0,"5906 Oak Ave
Milwaukee, AL 81509"
8741, 36 months,12.38,291.92,B,B5,Police Officer,3 years,MORTGAGE,121416,Source Verified,Nov-2020,Fully Paid,major_purchase,Major purchase,27.04,Feb-1990,6,0,9085,42.3,22,w,Individual,0.0,0.0,"1730 Main St
Washington, AZ 42293"
22322, 36 months,11.67,737.9,B,B1,Assistant Manager,,OWN,46743,Not Verified,May-2020,Fully Paid,debt_consolidation,Debt consolidation,11.74,Oct-2000,9,0,2523,11.2,18,f,Joint App,6.0,1.0,"8257 Cedar Ln
Austin, FL 90935"
35942, 36 months,11.73,1189.16,B,B1,Warehouse Manager,10+ years,MORTGAGE,113484,Not Verified,Jan-2015,Fully Paid,other,Other,13.57,Jun-1999,13,0,5154,55.2,25,f,Individual,0.0,0.0,"3874 Pine St
San Diego, WA 55417"
25396, 36 months,20.41,949.12,E,E5,Police Officer,8 years,MORTGAGE,19440,Verified,Sep-2018,Fully Paid,other,Other,20.42,Oct-1984,10,0,56139,52.2,22,w,Individual,4.0,3.0,"5924 River Rd
New York, OK 82834"
8623, 36 months,9.91,277.88,B,B1,Accountant,6 years,MORTGAGE,40140,Source Verified,Apr-2017,Fully Paid,medical,Medical expenses,22.36,Sep-1985,8,1,12494,15.3,18,w,Joint App,1.0,0.0,"5591 Main St
Dallas, TX 52072"
